wavelength_nm,absorbance
380.00,0.07124
381.00,0.08283
382.00,0.07840
383.00,0.07630
384.00,0.09084
385.00,0.08616
386.00,0.09643
387.00,0.09956
388.00,0.10397
389.00,0.12549
390.00,0.11820
391.00,0.12382
392.00,0.11625
393.00,0.12763
394.00,0.13757
395.00,0.13493
396.00,0.15138
397.00,0.14362
398.00,0.15408
399.00,0.15727
400.00,0.16679
401.00,0.16699
402.00,0.17425
403.00,0.17949
404.00,0.18153
405.00,0.19384
406.00,0.19732
407.00,0.20027
408.00,0.20306
409.00,0.21520
410.00,0.21370
411.00,0.21787
412.00,0.22482
413.00,0.23874
414.00,0.22475
415.00,0.24150
416.00,0.22946
417.00,0.24589
418.00,0.25763
419.00,0.25452
420.00,0.25582
421.00,0.25444
422.00,0.26077
423.00,0.26164
424.00,0.26078
425.00,0.26586
426.00,0.27065
427.00,0.26647
428.00,0.26759
429.00,0.26538
430.00,0.27673
431.00,0.27825
432.00,0.27670
433.00,0.28117
434.00,0.27572
435.00,0.27710
436.00,0.27587
437.00,0.27255
438.00,0.26871
439.00,0.28374
440.00,0.26607
441.00,0.26289
442.00,0.26737
443.00,0.26394
444.00,0.25146
445.00,0.26389
446.00,0.25368
447.00,0.24449
448.00,0.25504
449.00,0.24827
450.00,0.23340
451.00,0.24799
452.00,0.23751
453.00,0.22963
454.00,0.23528
455.00,0.22268
456.00,0.21747
457.00,0.20955
458.00,0.21285
459.00,0.20805
460.00,0.20110
461.00,0.19210
462.00,0.19347
463.00,0.18815
464.00,0.17650
465.00,0.17166
466.00,0.17993
467.00,0.15706
468.00,0.17013
469.00,0.16235
470.00,0.16950
471.00,0.15523
472.00,0.15882
473.00,0.14928
474.00,0.14929
475.00,0.15011
476.00,0.14015
477.00,0.14630
478.00,0.13191
479.00,0.13735
480.00,0.13900
481.00,0.13547
482.00,0.14122
483.00,0.12353
484.00,0.11839
485.00,0.11943
486.00,0.12826
487.00,0.12635
488.00,0.12321
489.00,0.11526
490.00,0.12615
491.00,0.11392
492.00,0.12809
493.00,0.13830
494.00,0.12352
495.00,0.12512
496.00,0.11910
497.00,0.11175
498.00,0.11968
499.00,0.11754
500.00,0.11632
501.00,0.13634
502.00,0.12874
503.00,0.13057
504.00,0.12770
505.00,0.12985
506.00,0.13807
507.00,0.13354
508.00,0.13842
509.00,0.13560
510.00,0.13629
511.00,0.13149
512.00,0.12968
513.00,0.14159
514.00,0.14511
515.00,0.13866
516.00,0.14776
517.00,0.14985
518.00,0.13813
519.00,0.14708
520.00,0.15647
521.00,0.15775
522.00,0.14985
523.00,0.15901
524.00,0.16541
525.00,0.16508
526.00,0.16091
527.00,0.15966
528.00,0.15958
529.00,0.16696
530.00,0.16603
531.00,0.16924
532.00,0.16676
533.00,0.17128
534.00,0.16722
535.00,0.17154
536.00,0.17213
537.00,0.16203
538.00,0.15586
539.00,0.17570
540.00,0.16760
541.00,0.15527
542.00,0.16067
543.00,0.16887
544.00,0.16173
545.00,0.15940
546.00,0.16984
547.00,0.15400
548.00,0.15425
549.00,0.15896
550.00,0.15859
551.00,0.15769
552.00,0.15856
553.00,0.15258
554.00,0.15254
555.00,0.14618
556.00,0.14618
557.00,0.14444
558.00,0.14302
559.00,0.14424
560.00,0.14076
561.00,0.13547
562.00,0.12807
563.00,0.13102
564.00,0.12810
565.00,0.12705
566.00,0.13673
567.00,0.11793
568.00,0.12117
569.00,0.12260
570.00,0.11432
571.00,0.12530
572.00,0.10655
573.00,0.10832
574.00,0.09914
575.00,0.09940
576.00,0.10060
577.00,0.10180
578.00,0.09628
579.00,0.09959
580.00,0.08916
581.00,0.08548
582.00,0.10146
583.00,0.08542
584.00,0.07659
585.00,0.07463
586.00,0.07108
587.00,0.08035
588.00,0.07058
589.00,0.07161
590.00,0.06860
591.00,0.07156
592.00,0.06033
593.00,0.05725
594.00,0.06340
595.00,0.06406
596.00,0.06091
597.00,0.05256
598.00,0.06005
599.00,0.05014
600.00,0.05014
601.00,0.04633
602.00,0.05857
603.00,0.05339
604.00,0.05210
605.00,0.05488
606.00,0.06324
607.00,0.03513
608.00,0.04003
609.00,0.03988
610.00,0.03763
611.00,0.03547
612.00,0.03938
613.00,0.03316
614.00,0.04179
615.00,0.03945
616.00,0.04142
617.00,0.04102
618.00,0.04105
619.00,0.03469
620.00,0.04919
621.00,0.03743
622.00,0.02443
623.00,0.02921
624.00,0.02442
625.00,0.03463
626.00,0.03349
627.00,0.03112
628.00,0.04573
629.00,0.03671
630.00,0.03755
631.00,0.02740
632.00,0.02680
633.00,0.03284
634.00,0.03349
635.00,0.02117
636.00,0.03109
637.00,0.03214
638.00,0.03065
639.00,0.02697
640.00,0.02852
641.00,0.03062
642.00,0.03216
643.00,0.03519
644.00,0.03799
645.00,0.02969
646.00,0.02869
647.00,0.03402
648.00,0.03503
649.00,0.02874
650.00,0.03607
651.00,0.03720
652.00,0.03907
653.00,0.04199
654.00,0.02612
655.00,0.03141
656.00,0.03140
657.00,0.03075
658.00,0.02746
659.00,0.02246
660.00,0.03195
661.00,0.02680
662.00,0.03195
663.00,0.02669
664.00,0.02489
665.00,0.03292
666.00,0.03244
667.00,0.03504
668.00,0.04471
669.00,0.03329
670.00,0.03457
671.00,0.02523
672.00,0.02401
673.00,0.04126
674.00,0.02626
675.00,0.02557
676.00,0.03164
677.00,0.03137
678.00,0.02653
679.00,0.03015
680.00,0.03940
681.00,0.02722
682.00,0.02373
683.00,0.03779
684.00,0.03513
685.00,0.02849
686.00,0.02276
687.00,0.02782
688.00,0.03200
689.00,0.03936
690.00,0.02619
691.00,0.03194
692.00,0.03653
693.00,0.01824
694.00,0.03877
695.00,0.02551
696.00,0.03463
697.00,0.03416
698.00,0.03923
699.00,0.03607
700.00,0.01854
