wavelength_nm,absorbance
380.00,0.08195
381.00,0.08640
382.00,0.07248
383.00,0.07991
384.00,0.09215
385.00,0.09326
386.00,0.09894
387.00,0.09791
388.00,0.11240
389.00,0.11599
390.00,0.11602
391.00,0.12677
392.00,0.12729
393.00,0.12389
394.00,0.13589
395.00,0.13262
396.00,0.14841
397.00,0.14766
398.00,0.15171
399.00,0.15363
400.00,0.16998
401.00,0.16666
402.00,0.16997
403.00,0.17538
404.00,0.18562
405.00,0.18953
406.00,0.19469
407.00,0.19963
408.00,0.21466
409.00,0.20407
410.00,0.20806
411.00,0.21077
412.00,0.22377
413.00,0.23115
414.00,0.22786
415.00,0.22753
416.00,0.23150
417.00,0.24407
418.00,0.24817
419.00,0.25033
420.00,0.24624
421.00,0.25459
422.00,0.25665
423.00,0.25980
424.00,0.26603
425.00,0.26421
426.00,0.26878
427.00,0.26671
428.00,0.26938
429.00,0.27252
430.00,0.26083
431.00,0.26823
432.00,0.26765
433.00,0.26670
434.00,0.26868
435.00,0.27885
436.00,0.26397
437.00,0.27402
438.00,0.25690
439.00,0.26354
440.00,0.26484
441.00,0.26546
442.00,0.26407
443.00,0.26220
444.00,0.25278
445.00,0.24934
446.00,0.25431
447.00,0.24488
448.00,0.23507
449.00,0.23247
450.00,0.23015
451.00,0.23492
452.00,0.22893
453.00,0.22826
454.00,0.21749
455.00,0.21686
456.00,0.21545
457.00,0.20557
458.00,0.20584
459.00,0.19478
460.00,0.19220
461.00,0.18771
462.00,0.17845
463.00,0.18418
464.00,0.17411
465.00,0.17270
466.00,0.17127
467.00,0.16687
468.00,0.16406
469.00,0.15543
470.00,0.14953
471.00,0.14772
472.00,0.13432
473.00,0.13210
474.00,0.12931
475.00,0.12785
476.00,0.13294
477.00,0.12195
478.00,0.12209
479.00,0.12927
480.00,0.11659
481.00,0.12056
482.00,0.10808
483.00,0.11014
484.00,0.10352
485.00,0.10517
486.00,0.11038
487.00,0.09326
488.00,0.10466
489.00,0.10206
490.00,0.09578
491.00,0.08952
492.00,0.09762
493.00,0.09313
494.00,0.09695
495.00,0.09506
496.00,0.10403
497.00,0.09260
498.00,0.08761
499.00,0.09465
500.00,0.09482
501.00,0.10168
502.00,0.09864
503.00,0.09597
504.00,0.10288
505.00,0.08731
506.00,0.09101
507.00,0.08976
508.00,0.09350
509.00,0.08815
510.00,0.10084
511.00,0.09634
512.00,0.08953
513.00,0.09296
514.00,0.10166
515.00,0.10554
516.00,0.11323
517.00,0.11947
518.00,0.10522
519.00,0.09752
520.00,0.09139
521.00,0.10648
522.00,0.10068
523.00,0.10371
524.00,0.10315
525.00,0.10656
526.00,0.11434
527.00,0.10939
528.00,0.10795
529.00,0.10310
530.00,0.09962
531.00,0.10705
532.00,0.10989
533.00,0.12101
534.00,0.11132
535.00,0.11650
536.00,0.10761
537.00,0.10344
538.00,0.10464
539.00,0.10589
540.00,0.12276
541.00,0.10475
542.00,0.11432
543.00,0.10343
544.00,0.11393
545.00,0.11008
546.00,0.10619
547.00,0.10620
548.00,0.10176
549.00,0.10756
550.00,0.10129
551.00,0.09574
552.00,0.09446
553.00,0.10214
554.00,0.10951
555.00,0.09989
556.00,0.09706
557.00,0.09830
558.00,0.10319
559.00,0.09541
560.00,0.09033
561.00,0.09811
562.00,0.09270
563.00,0.09797
564.00,0.08846
565.00,0.07861
566.00,0.07632
567.00,0.09300
568.00,0.09200
569.00,0.07913
570.00,0.07646
571.00,0.08607
572.00,0.06921
573.00,0.06904
574.00,0.07683
575.00,0.06917
576.00,0.07009
577.00,0.06773
578.00,0.06935
579.00,0.07440
580.00,0.06514
581.00,0.06713
582.00,0.04965
583.00,0.06037
584.00,0.05434
585.00,0.05086
586.00,0.05169
587.00,0.05377
588.00,0.06012
589.00,0.04555
590.00,0.05260
591.00,0.04845
592.00,0.04836
593.00,0.05535
594.00,0.05159
595.00,0.05546
596.00,0.04561
597.00,0.04149
598.00,0.04349
599.00,0.04548
600.00,0.04431
601.00,0.03601
602.00,0.04235
603.00,0.04249
604.00,0.05558
605.00,0.05112
606.00,0.03414
607.00,0.03698
608.00,0.02939
609.00,0.03412
610.00,0.03907
611.00,0.04396
612.00,0.03192
613.00,0.03196
614.00,0.02262
615.00,0.03416
616.00,0.02842
617.00,0.03130
618.00,0.02892
619.00,0.03333
620.00,0.02309
621.00,0.02459
622.00,0.04594
623.00,0.02523
624.00,0.02618
625.00,0.04360
626.00,0.04985
627.00,0.02523
628.00,0.02991
629.00,0.03404
630.00,0.04225
631.00,0.02585
632.00,0.03020
633.00,0.03625
634.00,0.03412
635.00,0.02918
636.00,0.03057
637.00,0.02307
638.00,0.02984
639.00,0.02963
640.00,0.03259
641.00,0.02784
642.00,0.03398
643.00,0.03720
644.00,0.03205
645.00,0.03321
646.00,0.03142
647.00,0.03110
648.00,0.02677
649.00,0.03300
650.00,0.03053
651.00,0.04368
652.00,0.04058
653.00,0.03347
654.00,0.02659
655.00,0.02451
656.00,0.03836
657.00,0.03281
658.00,0.03414
659.00,0.02082
660.00,0.03688
661.00,0.03407
662.00,0.02471
663.00,0.02857
664.00,0.03301
665.00,0.03178
666.00,0.02974
667.00,0.03091
668.00,0.03005
669.00,0.03252
670.00,0.04047
671.00,0.01627
672.00,0.03029
673.00,0.03280
674.00,0.03356
675.00,0.02959
676.00,0.02132
677.00,0.03386
678.00,0.04230
679.00,0.02277
680.00,0.03719
681.00,0.03008
682.00,0.03172
683.00,0.02581
684.00,0.03016
685.00,0.04001
686.00,0.03574
687.00,0.04268
688.00,0.03939
689.00,0.03500
690.00,0.04287
691.00,0.03508
692.00,0.03745
693.00,0.03074
694.00,0.03296
695.00,0.02842
696.00,0.03858
697.00,0.02561
698.00,0.03742
699.00,0.03162
700.00,0.03983
